Dataset,Record,Variable,Value
VS.xpt,3,IETESTCD,Not in dataset
VS.xpt,3,VSTESTCD,DIABPPULSE
VS.xpt,4,IETESTCD,Not in dataset
VS.xpt,4,VSTESTCD,DIABPPULSE
VS.xpt,5,IETESTCD,Not in dataset
VS.xpt,5,VSTESTCD,DIABPPULSE
VS.xpt,6,IETESTCD,Not in dataset
VS.xpt,6,VSTESTCD,DIABPPULSE
VS.xpt,7,IETESTCD,Not in dataset
VS.xpt,7,VSTESTCD,DIABPPULSE
VS.xpt,8,IETESTCD,Not in dataset
VS.xpt,8,VSTESTCD,DIABPPULSE
VS.xpt,11,IETESTCD,Not in dataset
VS.xpt,11,VSTESTCD,1PULSE
VS.xpt,15,IETESTCD,Not in dataset
VS.xpt,15,VSTESTCD,PULSE&&&&&&&
