Dataset,Record,Variable,Value
LB,1,LBCAT,CHEMISTRY
LB,1,LBLOBXFL,n
LB,1,LBTEST,Albumin
LB,1,LBTESTCD,ALB
LB,2,LBCAT,CHEMISTRY
LB,2,LBLOBXFL,y
LB,2,LBTEST,Alkaline Phosphatase
LB,2,LBTESTCD,ALP
LB,3,LBCAT,CHEMISTRY
LB,3,LBLOBXFL,0
LB,3,LBTEST,Alanine Aminotransferase
LB,3,LBTESTCD,ALT
LB,4,LBCAT,CHEMISTRY
LB,4,LBLOBXFL,1
LB,4,LBTEST,Aspartate Aminotransferase
LB,4,LBTESTCD,AST
LB,5,LBCAT,HEMATOLOGY
LB,5,LBLOBXFL,!
LB,5,LBTEST,Basophils
LB,5,LBTESTCD,BASO
LB,6,LBCAT,CHEMISTRY
LB,6,LBLOBXFL,"    "
LB,6,LBTEST,Bilirubin
LB,6,LBTESTCD,BILI
LB,7,LBCAT,CHEMISTRY
LB,7,LBLOBXFL,        Y
LB,7,LBTEST,Urea Nitrogen
LB,7,LBTESTCD,UREAN
LB,8,LBCAT,CHEMISTRY
LB,8,LBLOBXFL,N
LB,8,LBTEST,Calcium
LB,8,LBTESTCD,CA
LB,9,LBCAT,CHEMISTRY
LB,9,LBLOBXFL,.
LB,9,LBTEST,Cholesterol
LB,9,LBTESTCD,CHOL
LB,10,LBCAT,CHEMISTRY
LB,10,LBLOBXFL,YN
LB,10,LBTEST,Creatine Kinase
LB,10,LBTESTCD,CK
