path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_entity,StudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,name,Activity 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,id,Activity_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,definedProcedures,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_entity,StudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,biomedicalConceptIds,
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,name,Activity 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,id,Activity_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,definedProcedures,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_entity,StudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,name,Activity 3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,id,Activity_3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,definedProcedures,
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_entity,StudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,biomedicalConceptIds,
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,name,Activity 4
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,id,Activity_4
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,definedProcedures,
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000810\negative\04\results\unit-test-coreid-DDF00075-negative-4.json,bcCategoryIds,Not in dataset
