Dataset,Record,Variable,Value
LB,4,VISITNUM,45
LB,10,VISITNUM,64
LB,395,VISITNUM,7
LB,396,VISITNUM,7
LB,397,VISITNUM,7
LB,398,VISITNUM,7
LB,399,VISITNUM,7
LB,400,VISITNUM,7
LB,401,VISITNUM,7
LB,402,VISITNUM,7
LB,403,VISITNUM,7
LB,404,VISITNUM,7
LB,405,VISITNUM,7
LB,406,VISITNUM,7
LB,407,VISITNUM,7
LB,408,VISITNUM,7
LB,409,VISITNUM,7
LB,410,VISITNUM,7
LB,411,VISITNUM,7
LB,412,VISITNUM,7
LB,413,VISITNUM,7
LB,414,VISITNUM,7
LB,415,VISITNUM,7
LB,416,VISITNUM,7
LB,417,VISITNUM,7
LB,418,VISITNUM,7
LB,419,VISITNUM,7
LB,420,VISITNUM,7
LB,421,VISITNUM,7
LB,422,VISITNUM,7
LB,423,VISITNUM,7
LB,424,VISITNUM,7
OE,10,VISITNUM,500
OE,11,VISITNUM,500
OE,12,VISITNUM,500
OE,66,VISITNUM,123
TV,,,
VS,16,VISITNUM,6
VS,17,VISITNUM,6
VS,18,VISITNUM,6
VS,137,VISITNUM,7
VS,138,VISITNUM,7
VS,139,VISITNUM,7
VS,174,VISITNUM,7
VS,175,VISITNUM,7
VS,176,VISITNUM,7
VS,210,VISITNUM,7
VS,211,VISITNUM,7
VS,212,VISITNUM,7
VS,236,VISITNUM,7
VS,247,VISITNUM,7
