Dataset,Record,Variable,Value
FA,2,FASTRESU,cm
FA,2,FATESTCD,WIDTH
FA,2,FACAT,INJECTION SITE REACTION
FA,2,FASCAT,SCAT1
FA,2,FASPEC,Not in dataset
FA,2,FAMETHOD,Not in dataset
FA,2,FASTAT,
FA,5,FASTRESU,cm
FA,5,FATESTCD,LENGTH
FA,5,FACAT,INJECTION SITE REACTION
FA,5,FASCAT,SCAT1
FA,5,FASPEC,Not in dataset
FA,5,FAMETHOD,Not in dataset
FA,5,FASTAT,
FA,7,FASTRESU,mm
FA,7,FATESTCD,LENGTH
FA,7,FACAT,INJECTION SITE REACTION
FA,7,FASCAT,SCAT2
FA,7,FASPEC,Not in dataset
FA,7,FAMETHOD,Not in dataset
FA,7,FASTAT,
FA,8,FASTRESU,cm
FA,8,FATESTCD,WIDTH
FA,8,FACAT,INJECTION SITE REACTION
FA,8,FASCAT,SCAT2
FA,8,FASPEC,Not in dataset
FA,8,FAMETHOD,Not in dataset
FA,8,FASTAT,
FA,9,FASTRESU,cm
FA,9,FATESTCD,LENGTH
FA,9,FACAT,INJECTION SITE REACTION
FA,9,FASCAT,SCAT2
FA,9,FASPEC,Not in dataset
FA,9,FAMETHOD,Not in dataset
FA,9,FASTAT,
FA,10,FASTRESU,mm
FA,10,FATESTCD,WIDTH
FA,10,FACAT,INJECTION SITE REACTION
FA,10,FASCAT,SCAT2
FA,10,FASPEC,Not in dataset
FA,10,FAMETHOD,Not in dataset
FA,10,FASTAT,
FA,17,FASTRESU,cm
FA,17,FATESTCD,LENGTH
FA,17,FACAT,REACTION
FA,17,FASCAT,
FA,17,FASPEC,Not in dataset
FA,17,FAMETHOD,Not in dataset
FA,17,FASTAT,
FA,18,FASTRESU,cm
FA,18,FATESTCD,WIDTH
FA,18,FACAT,REACTION
FA,18,FASCAT,
FA,18,FASPEC,Not in dataset
FA,18,FAMETHOD,Not in dataset
FA,18,FASTAT,
FA,19,FASTRESU,cm
FA,19,FATESTCD,LENGTH
FA,19,FACAT,REACTION
FA,19,FASCAT,
FA,19,FASPEC,Not in dataset
FA,19,FAMETHOD,Not in dataset
FA,19,FASTAT,
FA,20,FASTRESU,cm
FA,20,FATESTCD,WIDTH
FA,20,FACAT,REACTION
FA,20,FASCAT,
FA,20,FASPEC,Not in dataset
FA,20,FAMETHOD,Not in dataset
FA,20,FASTAT,
FA,21,FASTRESU,
FA,21,FATESTCD,WIDTH
FA,21,FACAT,REACTION
FA,21,FASCAT,
FA,21,FASPEC,Not in dataset
FA,21,FAMETHOD,Not in dataset
FA,21,FASTAT,NOT DONE
FA,22,FASTRESU,m
FA,22,FATESTCD,WIDTH
FA,22,FACAT,REACTION
FA,22,FASCAT,
FA,22,FASPEC,Not in dataset
FA,22,FAMETHOD,Not in dataset
FA,22,FASTAT,NOT DONE
LB,1,LBSTRESU,g/L
LB,1,LBTESTCD,ALB
LB,1,LBCAT,CHEMISTRY
LB,1,LBSCAT,ALBCAT1
LB,1,LBSPEC,SERUM
LB,1,LBMETHOD,METHOD-A
LB,1,LBSTAT,
LB,5,LBSTRESU,mg/L
LB,5,LBTESTCD,ALB
LB,5,LBCAT,CHEMISTRY
LB,5,LBSCAT,ALBCAT1
LB,5,LBSPEC,SERUM
LB,5,LBMETHOD,METHOD-B
LB,5,LBSTAT,
LB,6,LBSTRESU,10^6/L
LB,6,LBTESTCD,BASO
LB,6,LBCAT,HEMATOLOGY
LB,6,LBSCAT,
LB,6,LBSPEC,
LB,6,LBMETHOD,BASOMETHOD
LB,6,LBSTAT,
LB,7,LBSTRESU,g/dL
LB,7,LBTESTCD,ALB
LB,7,LBCAT,CHEMISTRY
LB,7,LBSCAT,ALBCAT2
LB,7,LBSPEC,SERUM
LB,7,LBMETHOD,
LB,7,LBSTAT,
LB,8,LBSTRESU,g/dL
LB,8,LBTESTCD,ALB
LB,8,LBCAT,CHEMISTRY
LB,8,LBSCAT,ALBCAT1
LB,8,LBSPEC,SERUM
LB,8,LBMETHOD,METHOD-A
LB,8,LBSTAT,
LB,12,LBSTRESU,g/L
LB,12,LBTESTCD,ALB
LB,12,LBCAT,CHEMISTRY
LB,12,LBSCAT,ALBCAT1
LB,12,LBSPEC,SERUM
LB,12,LBMETHOD,METHOD-B
LB,12,LBSTAT,
LB,17,LBSTRESU,10^12/L
LB,17,LBTESTCD,BASO
LB,17,LBCAT,HEMATOLOGY
LB,17,LBSCAT,
LB,17,LBSPEC,
LB,17,LBMETHOD,BASOMETHOD
LB,17,LBSTAT,
LB,18,LBSTRESU,g/L
LB,18,LBTESTCD,ALB
LB,18,LBCAT,CHEMISTRY
LB,18,LBSCAT,ALBCAT2
LB,18,LBSPEC,URINE
LB,18,LBMETHOD,
LB,18,LBSTAT,
LB,20,LBSTRESU,g/dL
LB,20,LBTESTCD,ALB
LB,20,LBCAT,CHEMISTRY
LB,20,LBSCAT,ALBCAT1
LB,20,LBSPEC,URINE
LB,20,LBMETHOD,METHOD-B
LB,20,LBSTAT,
LB,22,LBSTRESU,mg/dL
LB,22,LBTESTCD,ALB
LB,22,LBCAT,CHEMISTRY
LB,22,LBSCAT,ALBCAT2
LB,22,LBSPEC,URINE
LB,22,LBMETHOD,
LB,22,LBSTAT,
LB,24,LBSTRESU,g/L
LB,24,LBTESTCD,ALB
LB,24,LBCAT,CHEMISTRY
LB,24,LBSCAT,ALBCAT1
LB,24,LBSPEC,URINE
LB,24,LBMETHOD,METHOD-A
LB,24,LBSTAT,
LB,25,LBSTRESU,units
LB,25,LBTESTCD,BASO
LB,25,LBCAT,HEMATOLOGY
LB,25,LBSCAT,
LB,25,LBSPEC,
LB,25,LBMETHOD,BASOMETHOD
LB,25,LBSTAT,
LB,28,LBSTRESU,mg/dL
LB,28,LBTESTCD,ALB
LB,28,LBCAT,CHEMISTRY
LB,28,LBSCAT,ALBCAT1
LB,28,LBSPEC,URINE
LB,28,LBMETHOD,METHOD-B
LB,28,LBSTAT,
LB,34,LBSTRESU,unit
LB,34,LBTESTCD,ALB
LB,34,LBCAT,URINALYSIS
LB,34,LBSCAT,
LB,34,LBSPEC,URINE
LB,34,LBMETHOD,
LB,34,LBSTAT,
LB,35,LBSTRESU,units
LB,35,LBTESTCD,ALB
LB,35,LBCAT,URINALYSIS
LB,35,LBSCAT,
LB,35,LBSPEC,URINE
LB,35,LBMETHOD,
LB,35,LBSTAT,
