path,attribute,value
,code.standardCode.code,150
,parent_rel,versions
,type.code.GeographicScope,C41129
,id.GovernanceDate,GovernanceDate_2
,type.code,C99903x1
,parent_entity,StudyProtocolDocument
,name,P_APPROVE
,type.decode,Protocol Effective Date
,parent_id,StudyProtocolDocument_1
,protocolVersion,2
,id,StudyProtocolDocumentVersion_1
,code.standardCode.decode,Europe
,dateValue,2006-07-01
,type.decode.GeographicScope,Region
,code.standardCode.code,150
,parent_rel,versions
,type.code.GeographicScope,C41129
,id.GovernanceDate,GovernanceDate_3
,type.code,C99903x1
,parent_entity,StudyProtocolDocument
,name,P_APPROVE2
,type.decode,Protocol Effective Date
,parent_id,StudyProtocolDocument_1
,protocolVersion,2
,id,StudyProtocolDocumentVersion_1
,code.standardCode.decode,EUROPE
,dateValue,2006-07-02
,type.decode.GeographicScope,Region
