Dataset,Record,Variable,Value
PT,1,$es_stoconid,"['Condition 1', 'Condition 3', 'Condition 4']"
PT,1,SPTOBID,111
PT,1,STOCONID,Conditions 1
PT,2,$es_stoconid,"['Condition 1', 'Condition 3', 'Condition 4']"
PT,2,SPTOBID,111
PT,2,STOCONID,Conditioning 1
PT,3,$es_stoconid,"['Condition 1', 'Condition 3', 'Condition 4']"
PT,3,SPTOBID,111
PT,3,STOCONID,Condition 2
PT,4,$es_stoconid,"['Condition 1', 'Condition 3', 'Condition 4']"
PT,4,SPTOBID,111
PT,4,STOCONID,Condition 2
PT,5,$es_stoconid,"['Condition 1', 'Condition 3', 'Condition 4']"
PT,5,SPTOBID,111
PT,5,STOCONID,Condition 
PT,6,$es_stoconid,"['Condition 1', 'Condition 3', 'Condition 4']"
PT,6,SPTOBID,111
PT,6,STOCONID,Condition 5
