Dataset,Record,Variable,Value
AG,1,AGOCCUR,
AG,2,AGOCCUR,
AG,3,AGOCCUR,
AG,1,AGPRESP,Not in dataset
BE,1,BEOCCUR,
BE,2,BEOCCUR,
BE,3,BEOCCUR,
BE,4,BEOCCUR,
BE,1,BEPRESP,Not in dataset
CE,1,CEOCCUR,
CE,2,CEOCCUR,
CE,3,CEOCCUR,
CE,4,CEOCCUR,
CE,1,CEPRESP,Not in dataset
CM,1,CMOCCUR,
CM,2,CMOCCUR,
CM,3,CMOCCUR,
CM,1,CMPRESP,Not in dataset
EC,1,ECOCCUR,
EC,2,ECOCCUR,
EC,3,ECOCCUR,
EC,4,ECOCCUR,
EC,1,ECPRESP,Not in dataset
HO,1,HOOCCUR,
HO,2,HOOCCUR,
HO,3,HOOCCUR,
HO,4,HOOCCUR,
HO,1,HOPRESP,Not in dataset
MH,1,MHOCCUR,
MH,2,MHOCCUR,
MH,3,MHOCCUR,
MH,4,MHOCCUR,
MH,1,MHPRESP,Not in dataset
ML,1,MLOCCUR,
ML,2,MLOCCUR,
ML,3,MLOCCUR,
ML,1,MLPRESP,Not in dataset
PR,1,PROCCUR,
PR,2,PROCCUR,
PR,3,PROCCUR,
PR,1,PRPRESP,Not in dataset
SU,1,SUOCCUR,
SU,2,SUOCCUR,
SU,3,SUOCCUR,
SU,1,SUPRESP,Not in dataset
