dataset,variable,label,type,length
Timing.xpt,parent_entity,Parent Entity Name,String,[1]
Timing.xpt,parent_id,Parent Entity Id,String,[1]
Timing.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
Timing.xpt,rel_type,Type of Relationship,String,[1]
Timing.xpt,id,(Timing Id),String,[1]
Timing.xpt,name,Timing Name,String,[1]
Timing.xpt,description,Timing Description,String,[0..1]
Timing.xpt,label,Timing Label,String,[0..1]
Timing.xpt,value,Timing Value,String,[1]
Timing.xpt,valueLabel,Timing Value Label,String,[1]
Timing.xpt,windowLabel,Timing Window Label,String,[0..1]
Timing.xpt,windowLower,"Timing Window, Lower",String,[0..1]
Timing.xpt,windowUpper,"Timing Window, Upper",String,[0..1]
Timing.xpt,instanceType,Instance Type,String,[1]
Timing.xpt,relativeToFrom,Timing Relative To From [Exists],Boolean,Code[1]
Timing.xpt,relativeToFrom.id,Timing Relative To From / (Code Id),String,Code[1].id[1]
Timing.xpt,relativeToFrom.code,Timing Relative To From / Code Value,String,Code[1].code[1]
Timing.xpt,relativeToFrom.codeSystem,Timing Relative To From / Code System Name,String,Code[1].codeSystem[1]
Timing.xpt,relativeToFrom.codeSystemVersion,Timing Relative To From / Code System Version,String,Code[1].codeSystemVersion[1]
Timing.xpt,relativeToFrom.decode,Timing Relative To From / Decode,String,Code[1].decode[1]
Timing.xpt,type,Timing Type [Exists],Boolean,Code[1]
Timing.xpt,type.id,Timing Type / (Code Id),String,Code[1].id[1]
Timing.xpt,type.code,Timing Type / Code Value,String,Code[1].code[1]
Timing.xpt,type.codeSystem,Timing Type / Code System Name,String,Code[1].codeSystem[1]
Timing.xpt,type.codeSystemVersion,Timing Type / Code System Version,String,Code[1].codeSystemVersion[1]
Timing.xpt,type.decode,Timing Type / Decode,String,Code[1].decode[1]
Timing.xpt,relativeToScheduledInstanceId,(Timing Relative To Scheduled Instance) [Identifier],String,ScheduledInstance[0..1].id[1]
Timing.xpt,relativeFromScheduledInstanceId,(Timing Relative From Scheduled Instance) [Identifier],String,ScheduledInstance[0..1].id[1]
