Dataset,Record,Variable,Value
MH.csv,1,MHCAT,GENERAL
MH.csv,2,MHCAT,GENERAL
MH.csv,3,MHCAT,GENERAL
MH.csv,4,MHCAT,GENERAL
MH.csv,5,MHCAT,GENERAL
MH.csv,6,MHCAT,GENERAL
MH.csv,7,MHCAT,GENERAL
MH.csv,8,MHCAT,GENERAL
MH.csv,9,MHCAT,GENERAL
MH.csv,10,MHCAT,GENERAL
MH.csv,11,MHCAT,GENERAL
MH.csv,12,MHCAT,GENERAL
MH.csv,13,MHCAT,GENERAL
MH.csv,14,MHCAT,GENERAL
MH.csv,15,MHCAT,GENERAL
MH.csv,16,MHCAT,GENERAL
MH.csv,17,MHCAT,GENERAL
MH.csv,18,MHCAT,GENERAL
MH.csv,19,MHCAT,GENERAL
MH.csv,20,MHCAT,GENERAL
MH.csv,21,MHCAT,GENERAL
MH.csv,22,MHCAT,GENERAL
MH.csv,23,MHCAT,GENERAL
MH.csv,24,MHCAT,GENERAL
