Dataset,Record,Variable,Value
LB,515,VISIT,WEEK 26
LB,515,VISITNUM,13.0
LB,516,VISIT,WEEK 26
LB,516,VISITNUM,13.0
LB,517,VISIT,WEEK 26
LB,517,VISITNUM,13.0
LB,518,VISIT,WEEK 26
LB,518,VISITNUM,13.0
LB,519,VISIT,WEEK 26
LB,519,VISITNUM,13.0
LB,520,VISIT,WEEK 26
LB,520,VISITNUM,13.0
LB,521,VISIT,WEEK 26
LB,521,VISITNUM,13.0
LB,522,VISIT,WEEK 26
LB,522,VISITNUM,13.0
LB,523,VISIT,WEEK 26
LB,523,VISITNUM,13.0
LB,524,VISIT,WEEK 26
LB,524,VISITNUM,13.0
LB,525,VISIT,WEEK 26
LB,525,VISITNUM,13.0
LB,526,VISIT,WEEK 26
LB,526,VISITNUM,13.0
LB,527,VISIT,WEEK 26
LB,527,VISITNUM,13.0
LB,528,VISIT,WEEK 26
LB,528,VISITNUM,13.0
LB,529,VISIT,WEEK 26
LB,529,VISITNUM,13.0
LB,530,VISIT,WEEK 26
LB,530,VISITNUM,13.0
LB,531,VISIT,WEEK 26
LB,531,VISITNUM,13.0
LB,532,VISIT,WEEK 26
LB,532,VISITNUM,13.0
LB,533,VISIT,WEEK 26
LB,533,VISITNUM,13.0
LB,534,VISIT,WEEK 26
LB,534,VISITNUM,13.0
LB,535,VISIT,WEEK 26
LB,535,VISITNUM,13.0
LB,536,VISIT,WEEK 26
LB,536,VISITNUM,13.0
LB,537,VISIT,WEEK 26
LB,537,VISITNUM,13.0
LB,538,VISIT,WEEK 26
LB,538,VISITNUM,13.0
LB,539,VISIT,WEEK 26
LB,539,VISITNUM,13.0
LB,540,VISIT,WEEK 26
LB,540,VISITNUM,13.0
LB,541,VISIT,WEEK 26
LB,541,VISITNUM,13.0
LB,542,VISIT,WEEK 26
LB,542,VISITNUM,13.0
LB,543,VISIT,WEEK 26
LB,543,VISITNUM,13.0
LB,544,VISIT,WEEK 26
LB,544,VISITNUM,13.0
SV,11,VISIT,WEEK 24
SV,11,VISITNUM,12.0
SV,22,VISIT,WEEK 24
SV,22,VISITNUM,12.0
SV,23,VISIT,WEEK 26
SV,23,VISITNUM,13.0
SV,35,VISIT,WEEK 24
SV,35,VISITNUM,12.0
VS,31,VISIT,WEEK 24
VS,31,VISITNUM,12.0
VS,32,VISIT,WEEK 24
VS,32,VISITNUM,12.0
VS,33,VISIT,WEEK 24
VS,33,VISITNUM,12.0
VS,65,VISIT,WEEK 24
VS,65,VISITNUM,12.0
VS,66,VISIT,WEEK 24
VS,66,VISITNUM,12.0
VS,67,VISIT,WEEK 24
VS,67,VISITNUM,12.0
VS,98,VISIT,WEEK 24
VS,98,VISITNUM,12.0
VS,99,VISIT,WEEK 24
VS,99,VISITNUM,12.0
VS,100,VISIT,WEEK 24
VS,100,VISITNUM,12.0
VS,111,VISIT,WEEK 24
VS,111,VISITNUM,12.0
VS,121,VISIT,WEEK 24
VS,121,VISITNUM,12.0
VS,152,VISIT,WEEK 24
VS,152,VISITNUM,12.0
VS,153,VISIT,WEEK 24
VS,153,VISITNUM,12.0
VS,154,VISIT,WEEK 24
VS,154,VISITNUM,12.0
VS,186,VISIT,WEEK 24
VS,186,VISITNUM,12.0
VS,187,VISIT,WEEK 24
VS,187,VISITNUM,12.0
VS,188,VISIT,WEEK 24
VS,188,VISITNUM,12.0
VS,219,VISIT,WEEK 24
VS,219,VISITNUM,12.0
VS,220,VISIT,WEEK 24
VS,220,VISITNUM,12.0
VS,221,VISIT,WEEK 24
VS,221,VISITNUM,12.0
VS,232,VISIT,WEEK 24
VS,232,VISITNUM,12.0
VS,242,VISIT,WEEK 24
VS,242,VISITNUM,12.0
