Dataset,Record,Variable,Value
EX,3,RPHASE,
EX,3,RPPLSTDY,3
EX,3,EXRPENDY,Not in dataset
EX,3,RPPLDY,Not in dataset
EX,3,RPPLENDY,Not in dataset
EX,3,EXRPDY,Not in dataset
EX,3,EXRPSTDY,Not in dataset
LB,3,RPHASE,
LB,3,RPPLDY,3
LB,3,LBRPSTDY,Not in dataset
LB,3,LBRPDY,Not in dataset
LB,3,RPPLSTDY,Not in dataset
LB,3,RPPLENDY,Not in dataset
LB,3,LBRPENDY,Not in dataset
DS,3,RPPLDY,3
DS,3,RPHASE,
DS,3,DSRPDY,Not in dataset
DS,3,DSRPSTDY,Not in dataset
DS,3,DSRPENDY,Not in dataset
DS,3,RPPLSTDY,Not in dataset
DS,3,RPPLENDY,Not in dataset
