Dataset,Record,Variable,Value
MA,1,MADTC,2018-03-08
MA,1,$dsstdtc,2018-03-06
MA,4,MADTC,2018-04-18T09:00
MA,4,$dsstdtc,2018-04-17T09:00
MA,6,MADTC,2018-04-17T08:00:01
MA,6,$dsstdtc,2018-04-17T08:00:00
MI,1,MIDTC,2018-03-08
MI,1,$dsstdtc,2018-03-06
MI,4,MIDTC,2018-04-18T09:00
MI,4,$dsstdtc,2018-04-17T09:00
MI,6,MIDTC,2019-04-17T08:00:00
MI,6,$dsstdtc,2018-04-17T08:00:00
TF,1,TFDTC,2018-03-07
TF,1,$dsstdtc,2018-03-06
TF,3,TFDTC,2018-04-17T09:01
TF,3,$dsstdtc,2018-04-17T09:00
TF,5,TFDTC,2018-04-17T08:00:01
TF,5,$dsstdtc,2018-04-17T08:00:00
