Dataset,Record,Variable,Value
AE.xpt,0,AEBDSYCD,A
AE.xpt,0,AEBODSYS,Apple
AE.xpt,1,AEBDSYCD,B
AE.xpt,1,AEBODSYS,Apple
AE.xpt,2,AEBDSYCD,C
AE.xpt,2,AEBODSYS,Apple
AE.xpt,3,AEBDSYCD,A
AE.xpt,3,AEBODSYS,Apple
AE.xpt,4,AEBDSYCD,B
AE.xpt,4,AEBODSYS,Apple
AE.xpt,5,AEBDSYCD,A
AE.xpt,5,AEBODSYS,Apple
AE.xpt,6,AEBDSYCD,B
AE.xpt,6,AEBODSYS,Apple
AE.xpt,7,AEBDSYCD,C
AE.xpt,7,AEBODSYS,Apple
AE.xpt,8,AEBDSYCD,A
AE.xpt,8,AEBODSYS,Apple
AE.xpt,9,AEBDSYCD,B
AE.xpt,9,AEBODSYS,Apple
AE.xpt,10,AEBDSYCD,C
AE.xpt,10,AEBODSYS,Apple
AE.xpt,11,AEBDSYCD,A
AE.xpt,11,AEBODSYS,Blue
AE.xpt,12,AEBDSYCD,B
AE.xpt,12,AEBODSYS,Blue
AE.xpt,13,AEBDSYCD,C
AE.xpt,13,AEBODSYS,Blue
AE.xpt,14,AEBDSYCD,A
AE.xpt,14,AEBODSYS,Blue
AE.xpt,15,AEBDSYCD,B
AE.xpt,15,AEBODSYS,Blue
AE.xpt,16,AEBDSYCD,C
AE.xpt,16,AEBODSYS,Blue
AE.xpt,17,AEBDSYCD,A
AE.xpt,17,AEBODSYS,Blue
AE.xpt,18,AEBDSYCD,B
AE.xpt,18,AEBODSYS,Blue
AE.xpt,19,AEBDSYCD,C
AE.xpt,19,AEBODSYS,Blue
AE.xpt,20,AEBDSYCD,B
AE.xpt,20,AEBODSYS,Blue
AE.xpt,21,AEBDSYCD,C
AE.xpt,21,AEBODSYS,Blue
AE.xpt,22,AEBDSYCD,B
AE.xpt,22,AEBODSYS,Blue
AE.xpt,23,AEBDSYCD,A
AE.xpt,23,AEBODSYS,Blue
AE.xpt,24,AEBDSYCD,B
AE.xpt,24,AEBODSYS,Blue
AE.xpt,25,AEBDSYCD,C
AE.xpt,25,AEBODSYS,Blue
AE.xpt,26,AEBDSYCD,A
AE.xpt,26,AEBODSYS,Blue
AE.xpt,27,AEBDSYCD,B
AE.xpt,27,AEBODSYS,Blue
AE.xpt,28,AEBDSYCD,C
AE.xpt,28,AEBODSYS,Blue
AE.xpt,29,AEBDSYCD,A
AE.xpt,29,AEBODSYS,Blue
AE.xpt,30,AEBDSYCD,B
AE.xpt,30,AEBODSYS,Blue
AE.xpt,31,AEBDSYCD,C
AE.xpt,31,AEBODSYS,Blue
AE.xpt,32,AEBDSYCD,B
AE.xpt,32,AEBODSYS,Blue
AE.xpt,33,AEBDSYCD,C
AE.xpt,33,AEBODSYS,Blue
AE.xpt,34,AEBDSYCD,B
AE.xpt,34,AEBODSYS,Blue
AE.xpt,35,AEBDSYCD,A
AE.xpt,35,AEBODSYS,Blue
AE.xpt,36,AEBDSYCD,B
AE.xpt,36,AEBODSYS,Blue
AE.xpt,37,AEBDSYCD,C
AE.xpt,37,AEBODSYS,Carrot
AE.xpt,38,AEBDSYCD,C
AE.xpt,38,AEBODSYS,Carrot
AE.xpt,39,AEBDSYCD,C
AE.xpt,39,AEBODSYS,Carrot
AE.xpt,40,AEBDSYCD,C
AE.xpt,40,AEBODSYS,Carrot
AE.xpt,41,AEBDSYCD,C
AE.xpt,41,AEBODSYS,Carrot
AE.xpt,42,AEBDSYCD,C
AE.xpt,42,AEBODSYS,Carrot
AE.xpt,43,AEBDSYCD,A
AE.xpt,43,AEBODSYS,Carrot
AE.xpt,44,AEBDSYCD,B
AE.xpt,44,AEBODSYS,Carrot
AE.xpt,45,AEBDSYCD,C
AE.xpt,45,AEBODSYS,Carrot
AE.xpt,46,AEBDSYCD,C
AE.xpt,46,AEBODSYS,Carrot
AE.xpt,47,AEBDSYCD,C
AE.xpt,47,AEBODSYS,Carrot
AE.xpt,48,AEBDSYCD,C
AE.xpt,48,AEBODSYS,Carrot
AE.xpt,49,AEBDSYCD,C
AE.xpt,49,AEBODSYS,Carrot
AE.xpt,50,AEBDSYCD,C
AE.xpt,50,AEBODSYS,Carrot
AE.xpt,51,AEBDSYCD,C
AE.xpt,51,AEBODSYS,Carrot
AE.xpt,52,AEBDSYCD,C
AE.xpt,52,AEBODSYS,Carrot
AE.xpt,53,AEBDSYCD,C
AE.xpt,53,AEBODSYS,Carrot
AE.xpt,54,AEBDSYCD,C
AE.xpt,54,AEBODSYS,Carrot
AE.xpt,55,AEBDSYCD,C
AE.xpt,55,AEBODSYS,Carrot
AE.xpt,56,AEBDSYCD,C
AE.xpt,56,AEBODSYS,Carrot
AE.xpt,57,AEBDSYCD,A
AE.xpt,57,AEBODSYS,Carrot
AE.xpt,58,AEBDSYCD,B
AE.xpt,58,AEBODSYS,Carrot
AE.xpt,59,AEBDSYCD,C
AE.xpt,59,AEBODSYS,Carrot
AE.xpt,60,AEBDSYCD,A
AE.xpt,60,AEBODSYS,Carrot
AE.xpt,61,AEBDSYCD,B
AE.xpt,61,AEBODSYS,Carrot
AE.xpt,62,AEBDSYCD,C
AE.xpt,62,AEBODSYS,Carrot
AE.xpt,63,AEBDSYCD,C
AE.xpt,63,AEBODSYS,Carrot
AE.xpt,64,AEBDSYCD,A
AE.xpt,64,AEBODSYS,Carrot
AE.xpt,65,AEBDSYCD,B
AE.xpt,65,AEBODSYS,Carrot
AE.xpt,66,AEBDSYCD,C
AE.xpt,66,AEBODSYS,Carrot
AE.xpt,67,AEBDSYCD,A
AE.xpt,67,AEBODSYS,Carrot
AE.xpt,68,AEBDSYCD,B
AE.xpt,68,AEBODSYS,Carrot
AE.xpt,69,AEBDSYCD,C
AE.xpt,69,AEBODSYS,Carrot
AE.xpt,70,AEBDSYCD,C
AE.xpt,70,AEBODSYS,Carrot
AE.xpt,71,AEBDSYCD,A
AE.xpt,71,AEBODSYS,Carrot
AE.xpt,72,AEBDSYCD,B
AE.xpt,72,AEBODSYS,Carrot
AE.xpt,73,AEBDSYCD,C
AE.xpt,73,AEBODSYS,Carrot
