Dataset,Record,Variable,Value
OE.csv,1,OELAT,RIGHT
OE.csv,1,OELOC,Not in dataset
OE.csv,2,OELAT,LEFT
OE.csv,2,OELOC,Not in dataset
OE.csv,3,OELAT,LEFT
OE.csv,3,OELOC,Not in dataset
OE.csv,4,OELAT,RIGHT
OE.csv,4,OELOC,Not in dataset
OE.csv,5,OELAT,LEFT
OE.csv,5,OELOC,Not in dataset
OE.csv,6,OELAT,LEFT
OE.csv,6,OELOC,Not in dataset
OE.csv,7,OELAT,RIGHT
OE.csv,7,OELOC,Not in dataset
OE.csv,8,OELAT,LEFT
OE.csv,8,OELOC,Not in dataset
OE.csv,9,OELAT,LEFT
OE.csv,9,OELOC,Not in dataset
OE.csv,10,OELAT,RIGHT
OE.csv,10,OELOC,Not in dataset
OE.csv,11,OELAT,LEFT
OE.csv,11,OELOC,Not in dataset
OE.csv,12,OELAT,LEFT
OE.csv,12,OELOC,Not in dataset
OE.csv,13,OELAT,RIGHT
OE.csv,13,OELOC,Not in dataset
OE.csv,14,OELAT,LEFT
OE.csv,14,OELOC,Not in dataset
OE.csv,15,OELAT,LEFT
OE.csv,15,OELOC,Not in dataset
OE.csv,16,OELAT,RIGHT
OE.csv,16,OELOC,Not in dataset
OE.csv,17,OELAT,LEFT
OE.csv,17,OELOC,Not in dataset
OE.csv,18,OELAT,LEFT
OE.csv,18,OELOC,Not in dataset
OE.csv,19,OELAT,RIGHT
OE.csv,19,OELOC,Not in dataset
OE.csv,20,OELAT,LEFT
OE.csv,20,OELOC,Not in dataset
OE.csv,21,OELAT,LEFT
OE.csv,21,OELOC,Not in dataset
OE.csv,22,OELAT,RIGHT
OE.csv,22,OELOC,Not in dataset
OE.csv,23,OELAT,LEFT
OE.csv,23,OELOC,Not in dataset
OE.csv,24,OELAT,RIGHT
OE.csv,24,OELOC,Not in dataset
OE.csv,25,OELAT,LEFT
OE.csv,25,OELOC,Not in dataset
OE.csv,26,OELAT,RIGHT
OE.csv,26,OELOC,Not in dataset
OE.csv,27,OELAT,LEFT
OE.csv,27,OELOC,Not in dataset
OE.csv,28,OELAT,RIGHT
OE.csv,28,OELOC,Not in dataset
OE.csv,29,OELAT,LEFT
OE.csv,29,OELOC,Not in dataset
OE.csv,30,OELAT,RIGHT
OE.csv,30,OELOC,Not in dataset
OE.csv,31,OELAT,LEFT
OE.csv,31,OELOC,Not in dataset
OE.csv,32,OELAT,RIGHT
OE.csv,32,OELOC,Not in dataset
OE.csv,33,OELAT,LEFT
OE.csv,33,OELOC,Not in dataset
OE.csv,34,OELAT,RIGHT
OE.csv,34,OELOC,Not in dataset
OE.csv,35,OELAT,LEFT
OE.csv,35,OELOC,Not in dataset
OE.csv,36,OELAT,RIGHT
OE.csv,36,OELOC,Not in dataset
OE.csv,37,OELAT,LEFT
OE.csv,37,OELOC,Not in dataset
OE.csv,38,OELAT,RIGHT
OE.csv,38,OELOC,Not in dataset
OE.csv,39,OELAT,LEFT
OE.csv,39,OELOC,Not in dataset
OE.csv,40,OELAT,RIGHT
OE.csv,40,OELOC,Not in dataset
OE.csv,41,OELAT,LEFT
OE.csv,41,OELOC,Not in dataset
OE.csv,42,OELAT,RIGHT
OE.csv,42,OELOC,Not in dataset
OE.csv,43,OELAT,LEFT
OE.csv,43,OELOC,Not in dataset
OE.csv,44,OELAT,RIGHT
OE.csv,44,OELOC,Not in dataset
OE.csv,45,OELAT,LEFT
OE.csv,45,OELOC,Not in dataset
OE.csv,46,OELAT,RIGHT
OE.csv,46,OELOC,Not in dataset
OE.csv,47,OELAT,LEFT
OE.csv,47,OELOC,Not in dataset
OE.csv,48,OELAT,RIGHT
OE.csv,48,OELOC,Not in dataset
OE.csv,49,OELAT,LEFT
OE.csv,49,OELOC,Not in dataset
OE.csv,50,OELAT,RIGHT
OE.csv,50,OELOC,Not in dataset
OE.csv,51,OELAT,LEFT
OE.csv,51,OELOC,Not in dataset
OE.csv,52,OELAT,LEFT
OE.csv,52,OELOC,Not in dataset
OE.csv,53,OELAT,RIGHT
OE.csv,53,OELOC,Not in dataset
OE.csv,54,OELAT,LEFT
OE.csv,54,OELOC,Not in dataset
