Dataset,Record,Variable,Value
AG,1,AGPRESP,
AG,1,AGOCCUR,Y
AG,1,AGSTAT,
AG,2,AGPRESP,
AG,2,AGOCCUR,Y
AG,2,AGSTAT,NOT DONE
BE,1,BEPRESP,
BE,1,BEOCCUR,Y
BE,1,BESTAT,
BE,2,BEPRESP,
BE,2,BEOCCUR,Y
BE,2,BESTAT,NOT DONE
BE,3,BEPRESP,
BE,3,BEOCCUR,N
BE,3,BESTAT,
CE,1,CEPRESP,
CE,1,CEOCCUR,Y
CE,1,CESTAT,
CE,2,CEPRESP,
CE,2,CEOCCUR,Y
CE,2,CESTAT,NOT DONE
CE,3,CEPRESP,
CE,3,CEOCCUR,N
CE,3,CESTAT,
CM,1,CMPRESP,
CM,1,CMOCCUR,Y
CM,1,CMSTAT,
CM,2,CMPRESP,
CM,2,CMOCCUR,Y
CM,2,CMSTAT,NOT DONE
EC,1,ECPRESP,
EC,1,ECOCCUR,Y
EC,1,ECSTAT,
EC,2,ECPRESP,
EC,2,ECOCCUR,Y
EC,2,ECSTAT,NOT DONE
EC,3,ECPRESP,
EC,3,ECOCCUR,N
EC,3,ECSTAT,
HO,1,HOPRESP,
HO,1,HOOCCUR,Y
HO,1,HOSTAT,
HO,2,HOPRESP,
HO,2,HOOCCUR,Y
HO,2,HOSTAT,NOT DONE
HO,3,HOPRESP,
HO,3,HOOCCUR,N
HO,3,HOSTAT,
MH,1,MHPRESP,
MH,1,MHOCCUR,Y
MH,1,MHSTAT,
MH,2,MHPRESP,
MH,2,MHOCCUR,Y
MH,2,MHSTAT,NOT DONE
MH,3,MHPRESP,
MH,3,MHOCCUR,N
MH,3,MHSTAT,
ML,1,MLPRESP,
ML,1,MLOCCUR,Y
ML,1,MLSTAT,
ML,2,MLPRESP,
ML,2,MLOCCUR,Y
ML,2,MLSTAT,NOT DONE
PR,1,PRPRESP,
PR,1,PROCCUR,Y
PR,1,PRSTAT,
PR,2,PRPRESP,
PR,2,PROCCUR,Y
PR,2,PRSTAT,NOT DONE
SU,1,SUPRESP,
SU,1,SUOCCUR,Y
SU,1,SUSTAT,
SU,2,SUPRESP,
SU,2,SUOCCUR,Y
SU,2,SUSTAT,NOT DONE
