Dataset,Record,Variable,Value
SV,11,VISIT,WEEK 24
SV,11,VISITNUM,12.0
SV,22,VISIT,WEEK 24
SV,22,VISITNUM,12.0
SV,23,VISIT,WEEK 26
SV,23,VISITNUM,13.0
SV,35,VISIT,WEEK 24
SV,35,VISITNUM,12.0
VS,31,VISIT,WEEK 24
VS,31,VISITNUM,12.0
VS,32,VISIT,WEEK 24
VS,32,VISITNUM,12.0
VS,33,VISIT,WEEK 24
VS,33,VISITNUM,12.0
VS,65,VISIT,WEEK 24
VS,65,VISITNUM,12.0
VS,66,VISIT,WEEK 24
VS,66,VISITNUM,12.0
VS,67,VISIT,WEEK 24
VS,67,VISITNUM,12.0
VS,98,VISIT,WEEK 24
VS,98,VISITNUM,12.0
VS,99,VISIT,WEEK 24
VS,99,VISITNUM,12.0
VS,100,VISIT,WEEK 24
VS,100,VISITNUM,12.0
VS,111,VISIT,WEEK 24
VS,111,VISITNUM,12.0
VS,121,VISIT,WEEK 24
VS,121,VISITNUM,12.0
VS,152,VISIT,WEEK 24
VS,152,VISITNUM,12.0
VS,153,VISIT,WEEK 24
VS,153,VISITNUM,12.0
VS,154,VISIT,WEEK 24
VS,154,VISITNUM,12.0
VS,186,VISIT,WEEK 24
VS,186,VISITNUM,12.0
VS,187,VISIT,WEEK 24
VS,187,VISITNUM,12.0
VS,188,VISIT,WEEK 24
VS,188,VISITNUM,12.0
VS,219,VISIT,WEEK 24
VS,219,VISITNUM,12.0
VS,220,VISIT,WEEK 24
VS,220,VISITNUM,12.0
VS,221,VISIT,WEEK 24
VS,221,VISITNUM,12.0
VS,232,VISIT,WEEK 24
VS,232,VISITNUM,12.0
VS,242,VISIT,WEEK 24
VS,242,VISITNUM,12.0
