dataset,variable,label,type,length
StudyEpoch.xpt,parent_entity,Parent Entity Name,String,[1]
StudyEpoch.xpt,parent_id,Parent Entity Id,String,[1]
StudyEpoch.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
StudyEpoch.xpt,rel_type,Type of Relationship,String,[1]
StudyEpoch.xpt,id,(Study Epoch Id),String,[1]
StudyEpoch.xpt,name,Study Epoch Name,String,[1]
StudyEpoch.xpt,description,Study Epoch Description,String,[0..1]
StudyEpoch.xpt,label,Study Epoch Label,String,[0..1]
StudyEpoch.xpt,instanceType,Instance Type,String,[1]
StudyEpoch.xpt,type,Study Epoch Type [Exists],Boolean,Code[1]
StudyEpoch.xpt,type.id,Study Epoch Type / (Code Id),String,Code[1].id[1]
StudyEpoch.xpt,type.code,Study Epoch Type / Code Value,String,Code[1].code[1]
StudyEpoch.xpt,type.codeSystem,Study Epoch Type / Code System Name,String,Code[1].codeSystem[1]
StudyEpoch.xpt,type.codeSystemVersion,Study Epoch Type / Code System Version,String,Code[1].codeSystemVersion[1]
StudyEpoch.xpt,type.decode,Study Epoch Type / Decode,String,Code[1].decode[1]
StudyEpoch.xpt,previousId,(Study Epoch Previous) [Identifier],String,StudyEpoch[0..1].id[1]
StudyEpoch.xpt,nextId,(Study Epoch Next) [Identifier],String,StudyEpoch[0..1].id[1]
Encounter.xpt,parent_entity,Parent Entity Name,String,[1]
Encounter.xpt,parent_id,Parent Entity Id,String,[1]
Encounter.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
Encounter.xpt,rel_type,Type of Relationship,String,[1]
Encounter.xpt,id,(Encounter Id),String,[1]
Encounter.xpt,name,Clinical Encounter Name,String,[1]
Encounter.xpt,description,Clinical Encounter Description,String,[0..1]
Encounter.xpt,label,Encounter Label,String,[0..1]
Encounter.xpt,instanceType,Instance Type,String,[1]
Encounter.xpt,environmentalSetting,Environmental Setting [Any Exists],Boolean,Code[0..*]
Encounter.xpt,contactModes,Contact Mode [Any Exists],Boolean,Code[0..*]
Encounter.xpt,type,Clinical Encounter Type [Exists],Boolean,Code[1]
Encounter.xpt,type.id,Clinical Encounter Type / (Code Id),String,Code[1].id[1]
Encounter.xpt,type.code,Clinical Encounter Type / Code Value,String,Code[1].code[1]
Encounter.xpt,type.codeSystem,Clinical Encounter Type / Code System Name,String,Code[1].codeSystem[1]
Encounter.xpt,type.codeSystemVersion,Clinical Encounter Type / Code System Version,String,Code[1].codeSystemVersion[1]
Encounter.xpt,type.decode,Clinical Encounter Type / Decode,String,Code[1].decode[1]
Encounter.xpt,transitionEndRule,(Encounter Transition End Rule) [Exists],Boolean,TransitionRule[0..1]
