Dataset,Record,Variable,Value
LB.xpt,,,
DS.xpt,501,VISITNUM,100
DS.xpt,501,VISITDY,-15
DS.xpt,502,VISITNUM,100
DS.xpt,502,VISITDY,-15
DS.xpt,503,VISITNUM,100
DS.xpt,503,VISITDY,-15
DS.xpt,504,VISITNUM,100
DS.xpt,504,VISITDY,-15
DS.xpt,505,VISITNUM,100
DS.xpt,505,VISITDY,-15
DS.xpt,506,VISITNUM,100
DS.xpt,506,VISITDY,-15
DS.xpt,507,VISITNUM,100
DS.xpt,507,VISITDY,-15
DS.xpt,508,VISITNUM,100
DS.xpt,508,VISITDY,-15
DS.xpt,509,VISITNUM,100
DS.xpt,509,VISITDY,-15
DS.xpt,510,VISITNUM,100
DS.xpt,510,VISITDY,-15
DS.xpt,511,VISITNUM,100
DS.xpt,511,VISITDY,-15
DS.xpt,512,VISITNUM,100
DS.xpt,512,VISITDY,-15
DS.xpt,513,VISITNUM,100
DS.xpt,513,VISITDY,-15
DS.xpt,514,VISITNUM,100
DS.xpt,514,VISITDY,-15
DS.xpt,515,VISITNUM,100
DS.xpt,515,VISITDY,-15
DS.xpt,516,VISITNUM,100
DS.xpt,516,VISITDY,-15
DS.xpt,517,VISITNUM,100
DS.xpt,517,VISITDY,-15
DS.xpt,518,VISITNUM,100
DS.xpt,518,VISITDY,-15
DS.xpt,519,VISITNUM,100
DS.xpt,519,VISITDY,-15
DS.xpt,520,VISITNUM,100
DS.xpt,520,VISITDY,-15
DS.xpt,521,VISITNUM,100
DS.xpt,521,VISITDY,-15
DS.xpt,522,VISITNUM,100
DS.xpt,522,VISITDY,-15
DS.xpt,523,VISITNUM,100
DS.xpt,523,VISITDY,-15
DS.xpt,524,VISITNUM,100
DS.xpt,524,VISITDY,-15
DS.xpt,525,VISITNUM,100
DS.xpt,525,VISITDY,-15
DS.xpt,526,VISITNUM,100
DS.xpt,526,VISITDY,-15
DS.xpt,527,VISITNUM,100
DS.xpt,527,VISITDY,-15
DS.xpt,528,VISITNUM,100
DS.xpt,528,VISITDY,-15
DS.xpt,529,VISITNUM,100
DS.xpt,529,VISITDY,-15
DS.xpt,530,VISITNUM,100
DS.xpt,530,VISITDY,-15
DS.xpt,531,VISITNUM,100
DS.xpt,531,VISITDY,-15
DS.xpt,532,VISITNUM,100
DS.xpt,532,VISITDY,-15
DS.xpt,533,VISITNUM,100
DS.xpt,533,VISITDY,-15
DS.xpt,534,VISITNUM,100
DS.xpt,534,VISITDY,-15
DS.xpt,535,VISITNUM,100
DS.xpt,535,VISITDY,-15
DS.xpt,536,VISITNUM,100
DS.xpt,536,VISITDY,-15
DS.xpt,537,VISITNUM,100
DS.xpt,537,VISITDY,-15
DS.xpt,538,VISITNUM,100
DS.xpt,538,VISITDY,-15
DS.xpt,539,VISITNUM,100
DS.xpt,539,VISITDY,-15
DS.xpt,540,VISITNUM,100
DS.xpt,540,VISITDY,-15
DS.xpt,541,VISITNUM,100
DS.xpt,541,VISITDY,-15
DS.xpt,542,VISITNUM,100
DS.xpt,542,VISITDY,-15
DS.xpt,543,VISITNUM,100
DS.xpt,543,VISITDY,-15
DS.xpt,544,VISITNUM,100
DS.xpt,544,VISITDY,-15
DS.xpt,545,VISITNUM,100
DS.xpt,545,VISITDY,-15
DS.xpt,546,VISITNUM,100
DS.xpt,546,VISITDY,-15
DS.xpt,547,VISITNUM,100
DS.xpt,547,VISITDY,-15
DS.xpt,548,VISITNUM,100
DS.xpt,548,VISITDY,-15
DS.xpt,549,VISITNUM,100
DS.xpt,549,VISITDY,-15
DS.xpt,550,VISITNUM,100
DS.xpt,550,VISITDY,-15
DS.xpt,551,VISITNUM,100
DS.xpt,551,VISITDY,-15
DS.xpt,552,VISITNUM,100
DS.xpt,552,VISITDY,-15
DS.xpt,553,VISITNUM,100
DS.xpt,553,VISITDY,-15
DS.xpt,554,VISITNUM,100
DS.xpt,554,VISITDY,-15
DS.xpt,555,VISITNUM,100
DS.xpt,555,VISITDY,-15
DS.xpt,556,VISITNUM,100
DS.xpt,556,VISITDY,-15
DS.xpt,557,VISITNUM,100
DS.xpt,557,VISITDY,-15
DS.xpt,558,VISITNUM,100
DS.xpt,558,VISITDY,-15
DS.xpt,559,VISITNUM,100
DS.xpt,559,VISITDY,-15
DS.xpt,560,VISITNUM,100
DS.xpt,560,VISITDY,-15
DS.xpt,561,VISITNUM,100
DS.xpt,561,VISITDY,-15
DS.xpt,562,VISITNUM,100
DS.xpt,562,VISITDY,-15
DS.xpt,563,VISITNUM,100
DS.xpt,563,VISITDY,-15
DS.xpt,564,VISITNUM,100
DS.xpt,564,VISITDY,-15
DS.xpt,565,VISITNUM,100
DS.xpt,565,VISITDY,-15
DS.xpt,566,VISITNUM,100
DS.xpt,566,VISITDY,-15
DS.xpt,567,VISITNUM,100
DS.xpt,567,VISITDY,-15
DS.xpt,568,VISITNUM,100
DS.xpt,568,VISITDY,-15
DS.xpt,569,VISITNUM,100
DS.xpt,569,VISITDY,-15
DS.xpt,570,VISITNUM,100
DS.xpt,570,VISITDY,-15
DS.xpt,571,VISITNUM,100
DS.xpt,571,VISITDY,-15
DS.xpt,572,VISITNUM,100
DS.xpt,572,VISITDY,-15
DS.xpt,573,VISITNUM,100
DS.xpt,573,VISITDY,-15
DS.xpt,574,VISITNUM,100
DS.xpt,574,VISITDY,-15
DS.xpt,575,VISITNUM,100
DS.xpt,575,VISITDY,-15
DS.xpt,576,VISITNUM,100
DS.xpt,576,VISITDY,-15
DS.xpt,577,VISITNUM,100
DS.xpt,577,VISITDY,-15
DS.xpt,578,VISITNUM,100
DS.xpt,578,VISITDY,-15
DS.xpt,579,VISITNUM,100
DS.xpt,579,VISITDY,-15
DS.xpt,580,VISITNUM,100
DS.xpt,580,VISITDY,-15
DS.xpt,581,VISITNUM,100
DS.xpt,581,VISITDY,-15
DS.xpt,582,VISITNUM,100
DS.xpt,582,VISITDY,-15
DS.xpt,583,VISITNUM,100
DS.xpt,583,VISITDY,-15
DS.xpt,584,VISITNUM,100
DS.xpt,584,VISITDY,-15
DS.xpt,585,VISITNUM,100
DS.xpt,585,VISITDY,-15
DS.xpt,586,VISITNUM,100
DS.xpt,586,VISITDY,-15
DS.xpt,587,VISITNUM,100
DS.xpt,587,VISITDY,-15
DS.xpt,588,VISITNUM,100
DS.xpt,588,VISITDY,-15
DS.xpt,589,VISITNUM,100
DS.xpt,589,VISITDY,-15
DS.xpt,590,VISITNUM,100
DS.xpt,590,VISITDY,-15
DS.xpt,591,VISITNUM,100
DS.xpt,591,VISITDY,-15
DS.xpt,592,VISITNUM,100
DS.xpt,592,VISITDY,-15
DS.xpt,593,VISITNUM,100
DS.xpt,593,VISITDY,-15
DS.xpt,594,VISITNUM,100
DS.xpt,594,VISITDY,-15
DS.xpt,595,VISITNUM,100
DS.xpt,595,VISITDY,-15
DS.xpt,596,VISITNUM,100
DS.xpt,596,VISITDY,-15
DS.xpt,597,VISITNUM,100
DS.xpt,597,VISITDY,-15
DS.xpt,598,VISITNUM,100
DS.xpt,598,VISITDY,-15
DS.xpt,599,VISITNUM,100
DS.xpt,599,VISITDY,-15
DS.xpt,600,VISITNUM,100
DS.xpt,600,VISITDY,-15
SV.xpt,1,VISITNUM,100
SV.xpt,1,VISITDY,-15
SV.xpt,2,VISITNUM,100
SV.xpt,2,VISITDY,-15
SV.xpt,3,VISITNUM,100
SV.xpt,3,VISITDY,-15
SV.xpt,4,VISITNUM,100
SV.xpt,4,VISITDY,-15
SV.xpt,5,VISITNUM,100
SV.xpt,5,VISITDY,-15
SV.xpt,6,VISITNUM,100
SV.xpt,6,VISITDY,-15
SV.xpt,7,VISITNUM,100
SV.xpt,7,VISITDY,-15
SV.xpt,8,VISITNUM,100
SV.xpt,8,VISITDY,-15
SV.xpt,9,VISITNUM,100
SV.xpt,9,VISITDY,-15
SV.xpt,10,VISITNUM,100
SV.xpt,10,VISITDY,-15
SV.xpt,11,VISITNUM,100
SV.xpt,11,VISITDY,-15
SV.xpt,12,VISITNUM,100
SV.xpt,12,VISITDY,-15
SV.xpt,13,VISITNUM,100
SV.xpt,13,VISITDY,-15
SV.xpt,14,VISITNUM,100
SV.xpt,14,VISITDY,-15
SV.xpt,15,VISITNUM,100
SV.xpt,15,VISITDY,-15
SV.xpt,16,VISITNUM,100
SV.xpt,16,VISITDY,-15
SV.xpt,17,VISITNUM,100
SV.xpt,17,VISITDY,-15
SV.xpt,18,VISITNUM,100
SV.xpt,18,VISITDY,-15
SV.xpt,19,VISITNUM,100
SV.xpt,19,VISITDY,-15
SV.xpt,20,VISITNUM,100
SV.xpt,20,VISITDY,-15
SV.xpt,21,VISITNUM,100
SV.xpt,21,VISITDY,-15
SV.xpt,22,VISITNUM,100
SV.xpt,22,VISITDY,-15
SV.xpt,23,VISITNUM,100
SV.xpt,23,VISITDY,-15
SV.xpt,24,VISITNUM,100
SV.xpt,24,VISITDY,-15
SV.xpt,25,VISITNUM,100
SV.xpt,25,VISITDY,-15
SV.xpt,26,VISITNUM,100
SV.xpt,26,VISITDY,-15
SV.xpt,27,VISITNUM,100
SV.xpt,27,VISITDY,-15
SV.xpt,28,VISITNUM,100
SV.xpt,28,VISITDY,-15
SV.xpt,29,VISITNUM,100
SV.xpt,29,VISITDY,-15
SV.xpt,30,VISITNUM,100
SV.xpt,30,VISITDY,-15
SV.xpt,31,VISITNUM,100
SV.xpt,31,VISITDY,-15
SV.xpt,32,VISITNUM,100
SV.xpt,32,VISITDY,-15
SV.xpt,33,VISITNUM,100
SV.xpt,33,VISITDY,-15
SV.xpt,34,VISITNUM,100
SV.xpt,34,VISITDY,-15
SV.xpt,35,VISITNUM,100
SV.xpt,35,VISITDY,-15
SV.xpt,36,VISITNUM,100
SV.xpt,36,VISITDY,-15
SV.xpt,37,VISITNUM,100
SV.xpt,37,VISITDY,-15
SV.xpt,38,VISITNUM,100
SV.xpt,38,VISITDY,-15
SV.xpt,39,VISITNUM,100
SV.xpt,39,VISITDY,-15
SV.xpt,40,VISITNUM,100
SV.xpt,40,VISITDY,-15
SV.xpt,41,VISITNUM,100
SV.xpt,41,VISITDY,-15
SV.xpt,42,VISITNUM,100
SV.xpt,42,VISITDY,-15
SV.xpt,43,VISITNUM,100
SV.xpt,43,VISITDY,-15
SV.xpt,44,VISITNUM,100
SV.xpt,44,VISITDY,-15
SV.xpt,45,VISITNUM,100
SV.xpt,45,VISITDY,-15
SV.xpt,46,VISITNUM,100
SV.xpt,46,VISITDY,-15
SV.xpt,47,VISITNUM,100
SV.xpt,47,VISITDY,-15
SV.xpt,48,VISITNUM,100
SV.xpt,48,VISITDY,-15
SV.xpt,49,VISITNUM,100
SV.xpt,49,VISITDY,-15
SV.xpt,50,VISITNUM,100
SV.xpt,50,VISITDY,-15
SV.xpt,51,VISITNUM,100
SV.xpt,51,VISITDY,-15
SV.xpt,52,VISITNUM,100
SV.xpt,52,VISITDY,-15
SV.xpt,53,VISITNUM,100
SV.xpt,53,VISITDY,-15
SV.xpt,54,VISITNUM,100
SV.xpt,54,VISITDY,-15
SV.xpt,55,VISITNUM,100
SV.xpt,55,VISITDY,-15
SV.xpt,56,VISITNUM,100
SV.xpt,56,VISITDY,-15
SV.xpt,57,VISITNUM,100
SV.xpt,57,VISITDY,-15
SV.xpt,58,VISITNUM,100
SV.xpt,58,VISITDY,-15
SV.xpt,59,VISITNUM,100
SV.xpt,59,VISITDY,-15
SV.xpt,60,VISITNUM,100
SV.xpt,60,VISITDY,-15
SV.xpt,61,VISITNUM,100
SV.xpt,61,VISITDY,-15
SV.xpt,62,VISITNUM,100
SV.xpt,62,VISITDY,-15
SV.xpt,63,VISITNUM,100
SV.xpt,63,VISITDY,-15
SV.xpt,64,VISITNUM,100
SV.xpt,64,VISITDY,-15
SV.xpt,65,VISITNUM,100
SV.xpt,65,VISITDY,-15
SV.xpt,66,VISITNUM,100
SV.xpt,66,VISITDY,-15
SV.xpt,67,VISITNUM,100
SV.xpt,67,VISITDY,-15
SV.xpt,68,VISITNUM,100
SV.xpt,68,VISITDY,-15
SV.xpt,69,VISITNUM,100
SV.xpt,69,VISITDY,-15
SV.xpt,70,VISITNUM,100
SV.xpt,70,VISITDY,-15
SV.xpt,71,VISITNUM,100
SV.xpt,71,VISITDY,-15
SV.xpt,72,VISITNUM,100
SV.xpt,72,VISITDY,-15
SV.xpt,73,VISITNUM,100
SV.xpt,73,VISITDY,-15
SV.xpt,74,VISITNUM,100
SV.xpt,74,VISITDY,-15
SV.xpt,75,VISITNUM,100
SV.xpt,75,VISITDY,-15
SV.xpt,76,VISITNUM,100
SV.xpt,76,VISITDY,-15
SV.xpt,77,VISITNUM,100
SV.xpt,77,VISITDY,-15
SV.xpt,78,VISITNUM,100
SV.xpt,78,VISITDY,-15
SV.xpt,79,VISITNUM,100
SV.xpt,79,VISITDY,-15
SV.xpt,80,VISITNUM,100
SV.xpt,80,VISITDY,-15
SV.xpt,81,VISITNUM,100
SV.xpt,81,VISITDY,-15
SV.xpt,82,VISITNUM,100
SV.xpt,82,VISITDY,-15
SV.xpt,83,VISITNUM,100
SV.xpt,83,VISITDY,-15
SV.xpt,84,VISITNUM,100
SV.xpt,84,VISITDY,-15
SV.xpt,85,VISITNUM,100
SV.xpt,85,VISITDY,-15
SV.xpt,86,VISITNUM,100
SV.xpt,86,VISITDY,-15
SV.xpt,87,VISITNUM,100
SV.xpt,87,VISITDY,-15
SV.xpt,88,VISITNUM,100
SV.xpt,88,VISITDY,-15
SV.xpt,89,VISITNUM,100
SV.xpt,89,VISITDY,-15
SV.xpt,90,VISITNUM,100
SV.xpt,90,VISITDY,-15
SV.xpt,91,VISITNUM,100
SV.xpt,91,VISITDY,-15
SV.xpt,92,VISITNUM,100
SV.xpt,92,VISITDY,-15
