Dataset,Record,Variable,Value
VS,1,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,1,VSTESTCD,DIABP
VS,2,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,2,VSTESTCD,DIABP
VS,3,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,3,VSTESTCD,DIABP
VS,4,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,4,VSTESTCD,DIABP
VS,5,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,5,VSTESTCD,DIABP
VS,6,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,6,VSTESTCD,DIABP
VS,7,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,7,VSTESTCD,DIABP
VS,8,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,8,VSTESTCD,DIABP
VS,9,VSTEST,DiastolicBloodPressureDiastolicBloodPressure
VS,9,VSTESTCD,DIABP
