Dataset,Record,Variable,Value
AE,2,EPOCH,TREATMENT I
EX,8,EPOCH,TREATMENT I
EX,9,EPOCH,TREATMENT I
EX,10,EPOCH,TREATMENT I
EX,11,EPOCH,TREATMENT I
EX,12,EPOCH,TREATMENT I
EX,13,EPOCH,TREATMENT I
EX,14,EPOCH,TREATMENT I
EX,15,EPOCH,TREATMENT I
EX,16,EPOCH,TREATMENT I
EX,17,EPOCH,TREATMENT I
EX,18,EPOCH,TREATMENT I
EX,19,EPOCH,TREATMENT I
EX,20,EPOCH,TREATMENT I
EX,21,EPOCH,TREATMENT I
EX,22,EPOCH,TREATMENT I
EX,23,EPOCH,TREATMENT I
EX,24,EPOCH,TREATMENT I
EX,25,EPOCH,TREATMENT I
EX,26,EPOCH,TREATMENT I
EX,27,EPOCH,TREATMENT I
EX,28,EPOCH,TREATMENT I
EX,29,EPOCH,TREATMENT I
EX,30,EPOCH,TREATMENT I
EX,31,EPOCH,TREATMENT I
EX,32,EPOCH,TREATMENT I
EX,33,EPOCH,TREATMENT I
EX,34,EPOCH,TREATMENT I
EX,35,EPOCH,TREATMENT I
EX,36,EPOCH,TREATMENT I
EX,37,EPOCH,TREATMENT I
EX,38,EPOCH,TREATMENT I
EX,39,EPOCH,TREATMENT I
EX,40,EPOCH,TREATMENT I
EX,41,EPOCH,TREATMENT I
EX,42,EPOCH,TREATMENT I
EX,43,EPOCH,TREATMENT I
EX,44,EPOCH,TREATMENT I
EX,45,EPOCH,TREATMENT I
EX,46,EPOCH,TREATMENT I
EX,47,EPOCH,TREATMENT I
EX,48,EPOCH,TREATMENT I
EX,49,EPOCH,TREATMENT I
EX,50,EPOCH,TREATMENT I
EX,51,EPOCH,TREATMENT I
EX,52,EPOCH,TREATMENT I
EX,53,EPOCH,TREATMENT I
EX,54,EPOCH,TREATMENT I
LB,2,EPOCH,TREATMENT I
LB,6,EPOCH,TREATMENT I
LB,10,EPOCH,TREATMENT I
LB,14,EPOCH,TREATMENT I
LB,23,EPOCH,TREATMENT I
LB,28,EPOCH,TREATMENT I
LB,32,EPOCH,TREATMENT I
LB,36,EPOCH,TREATMENT I
LB,40,EPOCH,TREATMENT I
LB,44,EPOCH,TREATMENT I
