Dataset,Record,Variable,Value
AG,2,AGDOSE,250.0
AG,2,AGDOSTOT,Not in dataset
AG,2,AGDOSTXT,
AG,2,AGDOSU,
AG,2,AGTRT,GRASS
CM,2,CMDOSE,100.0
CM,2,CMDOSTOT,200.0
CM,2,CMDOSTXT,
CM,2,CMDOSU,
CM,2,CMTRT,ASPIRIN
EC,2,ECDOSE,2.0
EC,2,ECDOSTOT,Not in dataset
EC,2,ECDOSTXT,
EC,2,ECDOSU,
EC,2,ECTRT,BOTTLE A
EX,1,EXDOSE,1000.0
EX,1,EXDOSTOT,Not in dataset
EX,1,EXDOSTXT,
EX,1,EXDOSU,
EX,1,EXTRT,DRUG X
ML,1,MLDOSE,
ML,1,MLDOSTOT,Not in dataset
ML,1,MLDOSTXT,2
ML,1,MLDOSU,
ML,1,MLTRT,SNACK
PR,1,PRDOSE,70.0
PR,1,PRDOSTOT,Not in dataset
PR,1,PRDOSTXT,
PR,1,PRDOSU,
PR,1,PRTRT,External beam radiation therapy
SU,2,SUDOSE,
SU,2,SUDOSTOT,3.0
SU,2,SUDOSTXT,
SU,2,SUDOSU,
SU,2,SUTRT,COFFEE
