Dataset,Record,Variable,Value
AG,1,AGOCCUR,Y
AG,1,AGPRESP,Not in dataset
AG,2,AGOCCUR,N
AG,2,AGPRESP,Not in dataset
AG,3,AGOCCUR,Y
AG,3,AGPRESP,Not in dataset
BE,1,BEOCCUR,Y
BE,1,BEPRESP,
BE,2,BEOCCUR,N
BE,2,BEPRESP,
BE,3,BEOCCUR,Y
BE,3,BEPRESP,
BE,4,BEOCCUR,N
BE,4,BEPRESP,
CE,1,CEOCCUR,Y
CE,1,CEPRESP,
CE,2,CEOCCUR,Y
CE,2,CEPRESP,
CE,3,CEOCCUR,Y
CE,3,CEPRESP,
CE,4,CEOCCUR,N
CE,4,CEPRESP,
CM,3,CMOCCUR,Y
CM,3,CMPRESP,
EC,1,ECOCCUR,Y
EC,1,ECPRESP,
EC,2,ECOCCUR,N
EC,2,ECPRESP,
EC,3,ECOCCUR,Y
EC,3,ECPRESP,
HO,1,HOOCCUR,Y
HO,1,HOPRESP,
HO,2,HOOCCUR,Y
HO,2,HOPRESP,
HO,3,HOOCCUR,Y
HO,3,HOPRESP,
HO,4,HOOCCUR,N
HO,4,HOPRESP,
MH,1,MHOCCUR,Y
MH,1,MHPRESP,
MH,2,MHOCCUR,Y
MH,2,MHPRESP,
MH,3,MHOCCUR,Y
MH,3,MHPRESP,
MH,4,MHOCCUR,N
MH,4,MHPRESP,
ML,1,MLOCCUR,Y
ML,1,MLPRESP,
ML,2,MLOCCUR,N
ML,2,MLPRESP,
ML,3,MLOCCUR,Y
ML,3,MLPRESP,
PR,1,PROCCUR,Y
PR,1,PRPRESP,
PR,2,PROCCUR,N
PR,2,PRPRESP,
PR,3,PROCCUR,Y
PR,3,PRPRESP,
SU,1,SUOCCUR,Y
SU,1,SUPRESP,
SU,2,SUOCCUR,N
SU,2,SUPRESP,
SU,3,SUOCCUR,N
SU,3,SUPRESP,
