Dataset,Record,Variable,Value
LB,585,VISIT,WEEK 26
LB,585,VISITNUM,13.0
LB,586,VISIT,WEEK 26
LB,586,VISITNUM,13.0
LB,587,VISIT,WEEK 26
LB,587,VISITNUM,13.0
LB,588,VISIT,WEEK 26
LB,588,VISITNUM,13.0
LB,589,VISIT,WEEK 26
LB,589,VISITNUM,13.0
LB,590,VISIT,WEEK 26
LB,590,VISITNUM,13.0
LB,591,VISIT,WEEK 26
LB,591,VISITNUM,13.0
LB,592,VISIT,WEEK 26
LB,592,VISITNUM,13.0
LB,593,VISIT,WEEK 26
LB,593,VISITNUM,13.0
LB,594,VISIT,WEEK 26
LB,594,VISITNUM,13.0
LB,595,VISIT,WEEK 26
LB,595,VISITNUM,13.0
LB,596,VISIT,WEEK 26
LB,596,VISITNUM,13.0
LB,597,VISIT,WEEK 26
LB,597,VISITNUM,13.0
LB,598,VISIT,WEEK 26
LB,598,VISITNUM,13.0
LB,599,VISIT,WEEK 26
LB,599,VISITNUM,13.0
LB,600,VISIT,WEEK 26
LB,600,VISITNUM,13.0
LB,601,VISIT,WEEK 26
LB,601,VISITNUM,13.0
LB,602,VISIT,WEEK 26
LB,602,VISITNUM,13.0
LB,603,VISIT,WEEK 26
LB,603,VISITNUM,13.0
LB,604,VISIT,WEEK 26
LB,604,VISITNUM,13.0
LB,605,VISIT,WEEK 26
LB,605,VISITNUM,13.0
LB,606,VISIT,WEEK 26
LB,606,VISITNUM,13.0
LB,607,VISIT,WEEK 26
LB,607,VISITNUM,13.0
LB,608,VISIT,WEEK 26
LB,608,VISITNUM,13.0
LB,609,VISIT,WEEK 26
LB,609,VISITNUM,13.0
LB,610,VISIT,WEEK 26
LB,610,VISITNUM,13.0
LB,611,VISIT,WEEK 26
LB,611,VISITNUM,13.0
LB,612,VISIT,WEEK 26
LB,612,VISITNUM,13.0
LB,613,VISIT,WEEK 26
LB,613,VISITNUM,13.0
LB,614,VISIT,WEEK 26
LB,614,VISITNUM,13.0
OE,51,VISIT,WEEK 26
OE,51,VISITNUM,13.0
OE,52,VISIT,WEEK 26
OE,52,VISITNUM,13.0
SV,23,VISIT,WEEK 26
SV,23,VISITNUM,13.0
VS,155,VISIT,WEEK 26
VS,155,VISITNUM,13.0
VS,156,VISIT,WEEK 26
VS,156,VISITNUM,13.0
VS,157,VISIT,WEEK 26
VS,157,VISITNUM,13.0
VS,192,VISIT,WEEK 26
VS,192,VISITNUM,13.0
VS,193,VISIT,WEEK 26
VS,193,VISITNUM,13.0
VS,194,VISIT,WEEK 26
VS,194,VISITNUM,13.0
VS,228,VISIT,WEEK 26
VS,228,VISITNUM,13.0
VS,229,VISIT,WEEK 26
VS,229,VISITNUM,13.0
VS,230,VISIT,WEEK 26
VS,230,VISITNUM,13.0
VS,242,VISIT,WEEK 26
VS,242,VISITNUM,13.0
VS,253,VISIT,WEEK 26
VS,253,VISITNUM,13.0
