Dataset,Record,Variable,Value
TE,2,ELEMENT,HUMAN INSULIN
TE,2,ETCD,E001
TE,2,TEDUR,P26W
TE,2,TEENRL,Not in dataset
TE,2,TESTRL,FIRST DOSE OF HUMAN INSULIN
TE,3,ELEMENT,HUMAN INSULIN
TE,3,ETCD,E002
TE,3,TEDUR,P26W
TE,3,TEENRL,Not in dataset
TE,3,TESTRL,FIRST DOSE OF HUMAN INSULIN
TE,6,ELEMENT,Y
TE,6,ETCD,E006
TE,6,TEDUR,P2W
TE,6,TEENRL,Not in dataset
TE,6,TESTRL,INFORMED CONSENT SIGNED2
TE,7,ELEMENT,Y
TE,7,ETCD,E006
TE,7,TEDUR,P2W
TE,7,TEENRL,Not in dataset
TE,7,TESTRL,INFORMED CONSENT SIGNED2
TE,8,ELEMENT,Y
TE,8,ETCD,E007
TE,8,TEDUR,P2W
TE,8,TEENRL,Not in dataset
TE,8,TESTRL,INFORMED CONSENT SIGNED2
