Dataset,Record,Variable,Value
GT,1,GTREFID,2_1
GT,1,$relref_refid,"['A', '1_1', '1_2', '1_3', '1_4', '1_5', 'F', '6_1', '6_2', '6_3', 'G', '7_1', '7_2', '7_3', 'R', '18_1', '18_2', '18_3']"
GT,2,GTREFID,2_2
GT,2,$relref_refid,"['A', '1_1', '1_2', '1_3', '1_4', '1_5', 'F', '6_1', '6_2', '6_3', 'G', '7_1', '7_2', '7_3', 'R', '18_1', '18_2', '18_3']"
GT,3,GTREFID,2_3
GT,3,$relref_refid,"['A', '1_1', '1_2', '1_3', '1_4', '1_5', 'F', '6_1', '6_2', '6_3', 'G', '7_1', '7_2', '7_3', 'R', '18_1', '18_2', '18_3']"
GT,4,GTREFID,B
GT,4,$relref_refid,"['A', '1_1', '1_2', '1_3', '1_4', '1_5', 'F', '6_1', '6_2', '6_3', 'G', '7_1', '7_2', '7_3', 'R', '18_1', '18_2', '18_3']"
GT,5,GTREFID,6.1
GT,5,$relref_refid,"['A', '1_1', '1_2', '1_3', '1_4', '1_5', 'F', '6_1', '6_2', '6_3', 'G', '7_1', '7_2', '7_3', 'R', '18_1', '18_2', '18_3']"
GT,6,GTREFID,6.2
GT,6,$relref_refid,"['A', '1_1', '1_2', '1_3', '1_4', '1_5', 'F', '6_1', '6_2', '6_3', 'G', '7_1', '7_2', '7_3', 'R', '18_1', '18_2', '18_3']"
GT,7,GTREFID,
GT,7,$relref_refid,"['A', '1_1', '1_2', '1_3', '1_4', '1_5', 'F', '6_1', '6_2', '6_3', 'G', '7_1', '7_2', '7_3', 'R', '18_1', '18_2', '18_3']"
