Dataset,Record,Variable,Value
FA,1,FATESTCD,WIDTH
FA,1,FASTAT,NOT DONE
FA,1,FAREASND,
FA,2,FATESTCD,WIDTH
FA,2,FASTAT,NOT DONE
FA,2,FAREASND,
FA,3,FATESTCD,WIDTH
FA,3,FASTAT,NOT DONE
FA,3,FAREASND,
FA,4,FATESTCD,WIDTH
FA,4,FASTAT,NOT DONE
FA,4,FAREASND,
FA,5,FATESTCD,WIDTH
FA,5,FASTAT,NOT DONE
FA,5,FAREASND,
FA,6,FATESTCD,WIDTH
FA,6,FASTAT,NOT DONE
FA,6,FAREASND,
FA,7,FATESTCD,WIDTH
FA,7,FASTAT,NOT DONE
FA,7,FAREASND,
FA,8,FATESTCD,WIDTH
FA,8,FASTAT,NOT DONE
FA,8,FAREASND,
FA,9,FATESTCD,LENGTH
FA,9,FASTAT,NOT DONE
FA,9,FAREASND,
LB,1,LBTESTCD,ALB
LB,1,LBSTAT,NOT DONE
LB,1,LBREASND,
LB,2,LBTESTCD,BASO
LB,2,LBSTAT,NOT DONE
LB,2,LBREASND,
LB,3,LBTESTCD,ALB
LB,3,LBSTAT,NOT DONE
LB,3,LBREASND,
LB,4,LBTESTCD,BASO
LB,4,LBSTAT,NOT DONE
LB,4,LBREASND,
LB,5,LBTESTCD,ALB
LB,5,LBSTAT,NOT DONE
LB,5,LBREASND,
LB,6,LBTESTCD,BASO
LB,6,LBSTAT,NOT DONE
LB,6,LBREASND,
LB,7,LBTESTCD,ALB
LB,7,LBSTAT,NOT DONE
LB,7,LBREASND,
LB,9,LBTESTCD,BASO
LB,9,LBSTAT,NOT DONE
LB,9,LBREASND,
LB,10,LBTESTCD,ALB
LB,10,LBSTAT,NOT DONE
LB,10,LBREASND,
LB,12,LBTESTCD,ALB
LB,12,LBSTAT,NOT DONE
LB,12,LBREASND,
VS,1,VSTESTCD,DIABP
VS,1,VSSTAT,NOT DONE
VS,1,VSREASND,Not in dataset
