Dataset,Record,Variable,Value
LB,1,LBSPEC,SERUM
LB,1,LBSCAT,ALBCAT1
LB,1,LBMETHOD,METHOD-A
LB,1,LBBLFL,Y
LB,1,LBTESTCD,ALB
LB,1,LBCAT,CHEMISTRY
LB,2,LBSPEC,
LB,2,LBSCAT,
LB,2,LBMETHOD,BASOMETHOD
LB,2,LBBLFL,Y
LB,2,LBTESTCD,BASO
LB,2,LBCAT,HEMATOLOGY
LB,3,LBSPEC,SERUM
LB,3,LBSCAT,ALBCAT2
LB,3,LBMETHOD,METHOD-A
LB,3,LBBLFL,Y
LB,3,LBTESTCD,ALB
LB,3,LBCAT,CHEMISTRY
LB,4,LBSPEC,
LB,4,LBSCAT,
LB,4,LBMETHOD,BASOMETHOD
LB,4,LBBLFL,Y
LB,4,LBTESTCD,BASO
LB,4,LBCAT,HEMATOLOGY
LB,5,LBSPEC,SERUM
LB,5,LBSCAT,ALBCAT1
LB,5,LBMETHOD,METHOD-B
LB,5,LBBLFL,Y
LB,5,LBTESTCD,ALB
LB,5,LBCAT,CHEMISTRY
LB,7,LBSPEC,SERUM
LB,7,LBSCAT,ALBCAT2
LB,7,LBMETHOD,METHOD-A
LB,7,LBBLFL,Y
LB,7,LBTESTCD,ALB
LB,7,LBCAT,CHEMISTRY
LB,8,LBSPEC,SERUM
LB,8,LBSCAT,ALBCAT2
LB,8,LBMETHOD,METHOD-A
LB,8,LBBLFL,Y
LB,8,LBTESTCD,ALB
LB,8,LBCAT,CHEMISTRY
LB,9,LBSPEC,SERUM
LB,9,LBSCAT,ALBCAT1
LB,9,LBMETHOD,METHOD-A
LB,9,LBBLFL,Y
LB,9,LBTESTCD,ALB
LB,9,LBCAT,CHEMISTRY
LB,12,LBSPEC,SERUM
LB,12,LBSCAT,ALBCAT1
LB,12,LBMETHOD,METHOD-B
LB,12,LBBLFL,Y
LB,12,LBTESTCD,ALB
LB,12,LBCAT,CHEMISTRY
LB,15,LBSPEC,URINE
LB,15,LBSCAT,ALBCAT1
LB,15,LBMETHOD,METHOD-A
LB,15,LBBLFL,Y
LB,15,LBTESTCD,ALB
LB,15,LBCAT,CHEMISTRY
LB,24,LBSPEC,URINE
LB,24,LBSCAT,ALBCAT1
LB,24,LBMETHOD,METHOD-A
LB,24,LBBLFL,Y
LB,24,LBTESTCD,ALB
LB,24,LBCAT,CHEMISTRY
