Dataset,Record,Variable,Value
MH,1,MHPRESP,Not in dataset
MH,1,MHREASND,Unknown reason why
MH,2,MHPRESP,Not in dataset
MH,2,MHREASND,
MH,3,MHPRESP,Not in dataset
MH,3,MHREASND,
MH,4,MHPRESP,Not in dataset
MH,4,MHREASND,
MH,5,MHPRESP,Not in dataset
MH,5,MHREASND,
MH,6,MHPRESP,Not in dataset
MH,6,MHREASND,
MH,7,MHPRESP,Not in dataset
MH,7,MHREASND,
MH,8,MHPRESP,Not in dataset
MH,8,MHREASND,
MH,9,MHPRESP,Not in dataset
MH,9,MHREASND,
MH,10,MHPRESP,Not in dataset
MH,10,MHREASND,
MH,11,MHPRESP,Not in dataset
MH,11,MHREASND,
MH,12,MHPRESP,Not in dataset
MH,12,MHREASND,
MH,13,MHPRESP,Not in dataset
MH,13,MHREASND,
MH,14,MHPRESP,Not in dataset
MH,14,MHREASND,
MH,15,MHPRESP,Not in dataset
MH,15,MHREASND,
MH,16,MHPRESP,Not in dataset
MH,16,MHREASND,
MH,17,MHPRESP,Not in dataset
MH,17,MHREASND,
