Dataset,Record,Variable,Value
DS,5,DSSEQ,5
DS,5,USUBJID,0001
DS,5,POOLID,Not in dataset
DS,6,DSSEQ,5
DS,6,USUBJID,0001
DS,6,POOLID,Not in dataset
SS1,1,USUBJID,0001
SS1,1,SSSEQ,1
SS1,1,POOLID,Not in dataset
SS1,2,USUBJID,0001
SS1,2,SSSEQ,2
SS1,2,POOLID,Not in dataset
SS1,3,USUBJID,0001
SS1,3,SSSEQ,3
SS1,3,POOLID,Not in dataset
SS1,4,USUBJID,0001
SS1,4,SSSEQ,4
SS1,4,POOLID,Not in dataset
SS1,5,USUBJID,0001
SS1,5,SSSEQ,5
SS1,5,POOLID,Not in dataset
SS1,6,USUBJID,0001
SS1,6,SSSEQ,6
SS1,6,POOLID,Not in dataset
SS1,7,USUBJID,0001
SS1,7,SSSEQ,7
SS1,7,POOLID,Not in dataset
SS1,15,USUBJID,0001
SS1,15,SSSEQ,1
SS1,15,POOLID,Not in dataset
SS1,16,USUBJID,0001
SS1,16,SSSEQ,2
SS1,16,POOLID,Not in dataset
SS1,17,USUBJID,0001
SS1,17,SSSEQ,3
SS1,17,POOLID,Not in dataset
SS1,18,USUBJID,0001
SS1,18,SSSEQ,4
SS1,18,POOLID,Not in dataset
SS1,19,USUBJID,0001
SS1,19,SSSEQ,5
SS1,19,POOLID,Not in dataset
SS1,20,USUBJID,0001
SS1,20,SSSEQ,6
SS1,20,POOLID,Not in dataset
SS1,21,USUBJID,0001
SS1,21,SSSEQ,7
SS1,21,POOLID,Not in dataset
SS1,27,USUBJID,0002
SS1,27,SSSEQ,14
SS1,27,POOLID,Not in dataset
SS1,28,USUBJID,0002
SS1,28,SSSEQ,14
SS1,28,POOLID,Not in dataset
AE,8,POOLID,0002
AE,8,AESEQ,1
AE,8,USUBJID,Not in dataset
AE,9,POOLID,0002
AE,9,AESEQ,1
AE,9,USUBJID,Not in dataset
AE,10,POOLID,0002
AE,10,AESEQ,1
AE,10,USUBJID,Not in dataset
AE,11,POOLID,0002
AE,11,AESEQ,1
AE,11,USUBJID,Not in dataset
AE,12,POOLID,0002
AE,12,AESEQ,1
AE,12,USUBJID,Not in dataset
AE,13,POOLID,0002
AE,13,AESEQ,1
AE,13,USUBJID,Not in dataset
AE,14,POOLID,0002
AE,14,AESEQ,1
AE,14,USUBJID,Not in dataset
LBAE,8,POOLID,0002
LBAE,8,LBSEQ,1
LBAE,8,USUBJID,Not in dataset
LBAE,22,POOLID,0002
LBAE,22,LBSEQ,1
LBAE,22,USUBJID,Not in dataset
