Dataset,Record,Variable,Value
AG,1,AGPRESP,
AG,1,AGOCCUR,Y
AG,2,AGPRESP,y
AG,2,AGOCCUR,Y
BE,1,BEPRESP,
BE,1,BEOCCUR,Y
BE,2,BEPRESP,y
BE,2,BEOCCUR,Y
BE,3,BEPRESP,N
BE,3,BEOCCUR,Y
CE,1,CEPRESP,
CE,1,CEOCCUR,Y
CE,2,CEPRESP,y
CE,2,CEOCCUR,N
CE,3,CEPRESP,
CE,3,CEOCCUR,Y
CM,1,CMPRESP,
CM,1,CMOCCUR,Y
CM,2,CMPRESP,N
CM,2,CMOCCUR,N
EC,1,ECPRESP,
EC,1,ECOCCUR,Y
EC,2,ECPRESP,y
EC,2,ECOCCUR,Y
EC,3,ECPRESP,N
EC,3,ECOCCUR,Y
HO,1,HOPRESP,y
HO,1,HOOCCUR,Y
HO,2,HOPRESP,y
HO,2,HOOCCUR,N
HO,3,HOPRESP,n
HO,3,HOOCCUR,Y
MH,1,MHPRESP,y
MH,1,MHOCCUR,Y
MH,2,MHPRESP,y
MH,2,MHOCCUR,Y
MH,3,MHPRESP,y
MH,3,MHOCCUR,Y
ML,1,MLPRESP,y
ML,1,MLOCCUR,Y
ML,2,MLPRESP,
ML,2,MLOCCUR,Y
PR,1,PRPRESP,n
PR,1,PROCCUR,Y
PR,2,PRPRESP,y
PR,2,PROCCUR,N
SU,1,SUPRESP,y
SU,1,SUOCCUR,Y
SU,2,SUPRESP,y
SU,2,SUOCCUR,N
