Dataset,Record,Variable,Value
VS,1,RFSTDTC,Not in dataset
VS,1,RFENDTC,Not in dataset
VS,1,BRTHDTC,Not in dataset
VS,1,VSSTDTC,Not in dataset
VS,1,VSENDTC,Not in dataset
VS,1,VSDTC,20121123
VS,1,VSRFTDTC,Not in dataset
VS,2,RFSTDTC,Not in dataset
VS,2,RFENDTC,Not in dataset
VS,2,BRTHDTC,Not in dataset
VS,2,VSSTDTC,Not in dataset
VS,2,VSENDTC,Not in dataset
VS,2,VSDTC,yesterday
VS,2,VSRFTDTC,Not in dataset
VS,5,RFSTDTC,Not in dataset
VS,5,RFENDTC,Not in dataset
VS,5,BRTHDTC,Not in dataset
VS,5,VSSTDTC,Not in dataset
VS,5,VSENDTC,Not in dataset
VS,5,VSDTC,2013011a
VS,5,VSRFTDTC,Not in dataset
