path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,codeSystemVersion,2023-12-15
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,parent_rel,environmentalSetting
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,decode,Clinic
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,code,C51282
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,id,Code_84
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,parent_id,Encounter_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,parent_entity,Encounter
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,name,E1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,codeSystem,http://www.cdisc.org
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,codeSystemVersion,2023-12-15
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,parent_rel,environmentalSetting
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,decode,Hospital
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,code,C51282
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,id,Code_85
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,parent_id,Encounter_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,parent_entity,Encounter
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,name,E1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000691\negative\01\results\unit-test-coreid-DDF00053-negative.json,codeSystem,http://www.cdisc.org
